Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: A Sequest HT,Score Sequest HT: B Sequest HT,Score Sequest HT: C Sequest HT,Score Sequest HT: D Sequest HT,Score Sequest HT: E Sequest HT,Score Sequest HT: F Sequest HT,Score Sequest HT: G Sequest HT,Score Sequest HT: H Sequest HT,Score Sequest HT: I Sequest HT,Score Sequest HT: J Sequest HT,Score Sequest HT: K Sequest HT,Score Sequest HT: L Sequest HT,# PSMs (by Search Engine): A Sequest HT,# PSMs (by Search Engine): B Sequest HT,# PSMs (by Search Engine): C Sequest HT,# PSMs (by Search Engine): D Sequest HT,# PSMs (by Search Engine): E Sequest HT,# PSMs (by Search Engine): F Sequest HT,# PSMs (by Search Engine): G Sequest HT,# PSMs (by Search Engine): H Sequest HT,# PSMs (by Search Engine): I Sequest HT,# PSMs (by Search Engine): J Sequest HT,# PSMs (by Search Engine): K Sequest HT,# PSMs (by Search Engine): L Sequest HT,# Peptides (by Search Engine): A Sequest HT,# Peptides (by Search Engine): B Sequest HT,# Peptides (by Search Engine): C Sequest HT,# Peptides (by Search Engine): D Sequest HT,# Peptides (by Search Engine): E Sequest HT,# Peptides (by Search Engine): F Sequest HT,# Peptides (by Search Engine): G Sequest HT,# Peptides (by Search Engine): H Sequest HT,# Peptides (by Search Engine): I Sequest HT,# Peptides (by Search Engine): J Sequest HT,# Peptides (by Search Engine): K Sequest HT,# Peptides (by Search Engine): L Sequest HT,# Protein Pathway Groups,# Razor Peptides,Abundances (Normalized): F1: Sample,Abundances (Normalized): F2: Sample,Abundances (Normalized): F3: Sample,Abundances (Normalized): F4: Sample,Abundances (Normalized): F5: Sample,Abundances (Normalized): F6: Sample,Abundances (Normalized): F7: Sample,Abundances (Normalized): F8: Sample,Abundances (Normalized): F9: Sample,Abundances (Normalized): F10: Sample,Abundances (Normalized): F11: Sample,Abundances (Normalized): F12: Sample,Abundance: F1: Sample,Abundance: F2: Sample,Abundance: F3: Sample,Abundance: F4: Sample,Abundance: F5: Sample,Abundance: F6: Sample,Abundance: F7: Sample,Abundance: F8: Sample,Abundance: F9: Sample,Abundance: F10: Sample,Abundance: F11: Sample,Abundance: F12: Sample,Abundances Count: F1: Sample,Abundances Count: F2: Sample,Abundances Count: F3: Sample,Abundances Count: F4: Sample,Abundances Count: F5: Sample,Abundances Count: F6: Sample,Abundances Count: F7: Sample,Abundances Count: F8: Sample,Abundances Count: F9: Sample,Abundances Count: F10: Sample,Abundances Count: F11: Sample,Abundances Count: F12: Sample,Found in Sample: [S1] F1: Sample,Found in Sample: [S2] F2: Sample,Found in Sample: [S3] F3: Sample,Found in Sample: [S4] F4: Sample,Found in Sample: [S5] F5: Sample,Found in Sample: [S6] F6: Sample,Found in Sample: [S7] F7: Sample,Found in Sample: [S8] F8: Sample,Found in Sample: [S9] F9: Sample,Found in Sample: [S10] F10: Sample,Found in Sample: [S11] F11: Sample,Found in Sample: [S12] F12: Sample,# Protein Groups,Modifications,,,,,,,,,,,,
FALSE,High,Master Protein,A0A0G2JZ13,Src substrate cortactin OS=Rattus norvegicus OX=10116 GN=Cttn PE=1 SV=1,0,30.758,15,4,8,4,472,52.7,5.14,8.09,,,6.43,,12.92,,,,,,,2,,,2,,4,,,,,,,2,,,2,,3,,,,,,,0,0,4834986.795,575166.1521,6656702.691,10134862.63,3671912.211,5215604.17,965025.7321,,615913.8223,3338880.277,1070637.398,996228.2078,3434636.563,279535.4688,4888287.063,10134862.63,1396700.563,3439246.813,696610.6875,,372446.2188,2305124.594,959522.125,673984.625,3,1,3,4,3,3,1,,1,2,1,1,High,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P80254,D-dopachrome decarboxylase OS=Rattus norvegicus OX=10116 GN=Ddt PE=1 SV=3,0,30.728,70,6,30,6,118,13.1,6.54,24.27,7.79,4.35,4.85,29.57,43.06,,,,,,,7,3,1,1,8,10,,,,,,,3,2,1,1,3,5,,,,,,,0,0,27236551.48,19625987.46,6382641.013,3984599.352,43138827,43224598.49,205715.6822,4094206.556,2121178.891,3587345.742,1421272.493,7168930.354,19348068.47,9538390.922,4687032.445,3984599.352,16408895.55,28502941.89,148497.3281,2495578.906,1282687.656,2476662.297,1273766.828,4850042.188,4,5,3,3,5,6,1,3,2,3,3,4,High,High,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,Met-loss [N-Term],,,,,,,,,,,,
FALSE,High,Master Protein,Q63610,Tropomyosin alpha-3 chain OS=Rattus norvegicus OX=10116 GN=Tpm3 PE=1 SV=2,0,30.598,21,6,54,2,248,29,4.78,10.24,,11.69,23.14,32.21,52.73,6.79,2.85,2.78,5.07,2.67,2.65,3,,4,7,12,20,2,1,1,2,1,1,3,,4,4,3,5,2,1,1,1,1,1,0,0,32673794.63,27139643.7,44933835.74,41593946.25,33879103.76,56890036.78,12405321.44,6221785.626,15359315.26,6323145.823,5165897.969,6189369.302,23210530.75,13190089.5,32996740,41593946.25,12886736,37514134.75,8954869.5,3792421.5,9287856,4365427.25,4629759.25,4187333.5,3,2,3,3,2,3,2,2,2,2,2,2,High,Peak Found,High,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P16636,Protein-lysine 6-oxidase OS=Rattus norvegicus OX=10116 GN=Lox PE=1 SV=2,0,30.449,25,7,32,7,411,46.5,8.32,6,3.87,16.01,19.43,5.69,5.46,1.87,4.44,12.38,6.76,9.24,8.62,2,1,5,5,2,2,1,2,4,2,3,3,2,1,4,4,1,2,1,2,2,2,3,3,0,0,128896842.2,27220602.66,208018536,154130880.5,25343690.97,34096126.29,147635297.3,150024445.9,168713315.7,216164410.2,133948888.1,137360209.2,91564636.19,13229436.22,152756457,154130880.5,9640085.438,22483491.81,106571589.3,91445763.06,102021799.5,149237426,120047106.5,92929178.66,5,3,5,6,4,5,4,5,3,4,6,5,High,High,High,High,High,High,High,High,High,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A0G2K0P8,Choline transporter-like protein OS=Rattus norvegicus OX=10116 GN=Slc44a1 PE=1 SV=1,0,30.386,14,7,14,7,656,73,8.6,,,17.57,27.17,3.53,,,,,,,,,,5,8,1,,,,,,,,,,5,7,1,,,,,,,,0,0,9455996.363,5789515.949,54087417.6,44685624.56,9511186.032,10308512.48,776819.5747,980370.9966,692397.2315,729113.9186,,2063718.312,6717269.813,2813752.25,39718586.81,44685624.56,3617809.5,6797586.156,560752.7344,597574.4375,418696.125,503371.875,,1396180.516,3,1,7,7,1,3,2,1,1,1,,2,Peak Found,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P62198,26S proteasome regulatory subunit 8 OS=Rattus norvegicus OX=10116 GN=Psmc5 PE=1 SV=1,0,30.339,20,6,18,6,406,45.6,7.55,10.97,2.71,16.06,15.79,,18.81,,,,,,,3,1,4,4,,6,,,,,,,3,1,4,4,,4,,,,,,,0,0,11145844.78,1322939.473,9880185.166,11916061.88,6144935.512,14392111.93,,,,,,,7917689.875,642959.4375,7255421.125,11916061.88,2337374.75,9490372.25,,,,,,,4,2,4,4,3,5,,,,,,,High,High,High,High,Peak Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,G3V7G9,"Eukaryotic translation initiation factor 3, subunit 6 interacting protein OS=Rattus norvegicus OX=10116 GN=Eif3l PE=1 SV=2",0,30.273,19,5,10,5,382,45.1,9.03,3.54,4.03,13.77,6.99,3.93,9.15,,,,,,,1,1,3,2,1,2,,,,,,,1,1,3,2,1,2,,,,,,,0,0,6275334.578,3515795.78,15250698.04,6099289.25,4107651.988,8441556.722,,,,,435098.9723,,4457818.5,1708705.594,11199206.78,6099289.25,1562444.719,5566487.813,,,,,389942.5625,,4,3,5,3,4,3,,,,,1,,High,High,High,High,High,High,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q6AYU5,Poly(rC)-binding protein 2 OS=Rattus norvegicus OX=10116 GN=Pcbp2 PE=1 SV=1,0,30.215,19,5,21,5,365,38.6,6.79,9.79,6.55,7.78,,11.43,22.99,3.36,,,3.65,,3.63,3,2,2,,4,7,1,,,1,,1,3,2,2,,2,3,1,,,1,,1,0,0,11075164.11,7153492.602,12317400.6,7970077.25,18997362.6,30730034.05,374185.6362,406602.1837,,790788.3405,,3220777.787,7867480.344,3476656.094,9045167.375,7970077.25,7226106.047,20263840.63,270108.5625,247839.9219,,545951.1875,,2178973.344,4,4,4,3,6,6,1,1,,1,,3,High,High,High,Peak Found,High,High,High,Peak Found,Not Found,High,Not Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q5U2T9,Peptidylprolyl isomerase OS=Rattus norvegicus OX=10116 GN=Fkbp5 PE=1 SV=1,0,30.072,13,4,7,4,456,50.9,6.16,8.14,,,3.01,,13.45,,,,,,,2,,,1,,4,,,,,,,2,,,1,,3,,,,,,,0,0,4965216.287,1698176.837,907862.3536,2457149.25,4305102.221,8344838.965,,,,,,,3527147.875,825327.875,666680.1875,2457149.25,1637549.688,5502710.688,,,,,,,2,2,1,2,2,4,,,,,,,High,Peak Found,Peak Found,High,Peak Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,Met-loss [N-Term],,,,,,,,,,,,
FALSE,High,Master Protein,F1LRJ9,Methanethiol oxidase OS=Rattus norvegicus OX=10116 GN=Selenbp1 PE=1 SV=2,0,29.848,17,6,16,6,496,55.1,6.86,18.1,3.73,1.8,,8.58,17.52,,,,,,,6,1,1,,3,5,,,,,,,5,1,1,,3,4,,,,,,,0,0,31155043.68,40533047.65,12187810.19,13756170.38,31560793.05,39831466.4,14764192.94,12062390.61,25627284.91,6279105.041,5824861.766,8002478.817,22131653.44,19699393.7,8950003.875,13756170.38,12004910.48,26265460.22,10657637.67,7352498.5,15496949.44,4335022,5220333,5413968.047,6,6,5,6,5,6,5,1,4,1,2,2,High,High,High,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P42123,L-lactate dehydrogenase B chain OS=Rattus norvegicus OX=10116 GN=Ldhb PE=1 SV=2,0,29.799,32,9,40,8,334,36.6,6.05,13.02,5.34,3.23,13.16,15.33,28.83,5.07,2.34,2.4,3.14,8.61,5.65,4,2,1,5,6,11,2,1,1,2,3,2,4,2,1,5,3,6,2,1,1,2,3,2,0,0,46174976.99,13384506.43,31782473.02,31219955.75,33193285.31,82059240.79,7700774.726,9912740.455,6322800.958,11510678.08,8210191.716,9583082.773,32801385.19,6504979.938,23339160.38,31219955.75,12625868.38,54111081.5,5558859,6042202.719,3823429.875,7946839.938,7358103.328,6483304.125,9,5,8,6,7,8,4,7,3,5,6,4,High,High,High,High,High,High,High,High,High,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,R9PXU4,Thioredoxin-disulfide reductase OS=Rattus norvegicus OX=10116 GN=Txnrd1 PE=1 SV=2,0,29.768,20,8,29,8,498,54.5,6.47,13.32,,11.34,6.51,20.53,34.23,,,,,,,4,,4,2,7,12,,,,,,,4,,4,2,3,6,,,,,,,0,0,45062715.84,25293089.74,14241471.92,14380705.38,46253476.94,50562486.81,8999186.966,5370243.53,2128636.09,3558107.246,1597530.008,5662929.163,32011266.63,12292649.13,10458091.06,14380705.38,17593627.94,33341654.38,6496127.109,3273373.313,1287197.063,2456476.375,1431731.594,3831177.594,7,4,5,6,6,6,3,2,2,1,2,3,High,Peak Found,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,D3ZHJ3,Semaphorin 3B OS=Rattus norvegicus OX=10116 GN=Sema3b PE=3 SV=1,0,29.764,15,8,22,8,749,83.1,8.59,18.22,,7.52,5.03,12.38,17.55,,,,,,,6,,3,2,4,7,,,,,,,5,,3,2,4,4,,,,,,,0,0,41034121.56,14238644.99,25026156.89,24146752,32700195.47,21978832.02,4330457.463,7132127.35,,11594082.48,5396345.019,9129094.992,29149468.28,6920098.281,18377723.13,24146752,12438309.73,14493168.09,3125971.516,4347310.359,,8004421.375,4836289.531,6176164.875,8,6,6,5,6,5,4,5,,3,5,4,High,Peak Found,High,High,High,High,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,D3ZGF1,CD44 antigen OS=Rattus norvegicus OX=10116 GN=Cd44 PE=1 SV=3,0,29.689,10,4,49,4,478,52.8,5.11,6.38,8.96,22.02,23.88,2.83,4.47,9.1,20.69,16.31,15.23,,17.97,2,3,7,8,1,2,3,7,5,5,,6,2,3,3,4,1,2,2,4,2,3,,4,0,0,22448980.15,29982946.85,71163624.89,71109172.88,22262747.14,28518462.43,45256553.43,58092070.56,64980591.8,73422810.6,28383394.21,72952916.21,15947114.5,14571958.16,52258339.16,71109172.88,8468173.984,18805497.47,32668764.94,35409387.38,39294094.13,50690265.13,25437645.63,49355301.81,7,7,7,7,6,7,7,7,6,7,5,7,High,High,High,High,High,High,High,High,High,High,Peak Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P24368,Peptidyl-prolyl cis-trans isomerase B OS=Rattus norvegicus OX=10116 GN=Ppib PE=1 SV=3,0,29.32,39,8,68,8,216,23.8,9.5,14.37,,11.97,10.65,20.6,22.12,18.19,2.97,16.22,19.7,19.63,15.35,7,,5,4,11,11,6,1,5,7,6,5,6,,4,4,4,5,4,1,3,4,5,4,0,0,334419090.2,141124419.1,665697933.4,1194131950,119639156.7,163941748.5,397101609.8,383609569.4,561775602.7,682865583.8,453391306.9,545356754.9,237561772.8,68587625.53,488849021.3,1194131950,45507645.03,108105622.6,286650621,233825024.8,339708562.2,471442555.9,406336441.3,368953684.5,8,9,7,9,10,10,8,8,9,9,10,9,High,Peak Found,High,High,High,High,High,High,High,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q9JJ19,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Rattus norvegicus OX=10116 GN=Slc9a3r1 PE=1 SV=3,0,29.319,29,7,25,7,356,38.8,6,10.37,5.14,10,24.42,20.67,21.23,,,,2.1,,,3,2,2,7,5,5,,,,1,,,3,2,2,7,4,4,,,,1,,,0,0,44441197.25,34768539.61,36268951.76,29682764.38,70951474.26,85932576.5,2564630.046,2624534.438,6924648.574,536270.5996,1340021.918,5020227.814,31569757.56,16897795.5,26633763.88,29682764.38,26988108.19,56665216.56,1851296.438,1599756.313,4187370.188,370235.0625,1200948.781,3396366.75,6,5,5,5,7,7,2,2,2,1,1,1,High,High,High,High,High,High,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q497B0,Omega-amidase NIT2 OS=Rattus norvegicus OX=10116 GN=Nit2 PE=1 SV=1,0,29.3,28,4,11,4,276,30.7,7.3,9,4.3,7.6,7.79,3.49,7.28,,,,,,,3,1,2,2,1,2,,,,,,,3,1,2,2,1,2,,,,,,,0,0,9330041.747,3824254.951,3226299.118,4557241,6949263.342,11225177.8,1196901.608,,,1248046.907,1316377.675,,6627795.25,1858619.281,2369202.438,4557241,2643320.281,7402048.875,863991.9375,,,861637.25,1179758.438,,3,3,2,2,3,3,1,,,1,2,,High,High,High,High,High,High,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,B5DF65,Biliverdin reductase B OS=Rattus norvegicus OX=10116 GN=Blvrb PE=1 SV=1,0,29.238,34,4,28,4,206,22.1,6.8,16.85,10.7,,9.33,33.07,34.07,,,,3.34,3.24,8.15,3,2,,2,9,8,,,,1,1,2,2,2,,2,3,3,,,,1,1,2,0,0,24644349.22,20947535.27,,10620940.5,30539828.41,36669796.98,9768488.562,16422256.25,10829548.03,8979507.729,17060759.25,17484498.68,17506642,10180674,,10620940.5,11616561.91,24180608.47,7051452.938,10010007,6548682.734,6199349,15290121.56,11828899.44,3,3,,2,3,3,3,1,2,1,2,3,High,High,Not Found,High,High,High,Peak Found,Peak Found,Peak Found,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,D3Z8L7,Ras-related protein R-Ras OS=Rattus norvegicus OX=10116 GN=Rras PE=1 SV=1,0,29.02,39,7,30,5,218,23.9,7.34,7.67,6.23,15.29,14.32,,2.53,3.96,16.63,15.92,7.3,,7,2,2,5,5,,1,1,5,5,2,,2,1,2,3,5,,1,1,3,2,1,,2,0,4,11980792.69,7804537.874,39863087.85,40432246.26,13405641.57,16387400.26,15536239.59,20314058.35,23331697.29,24472384.7,7439444.239,20212340.83,8510813.031,3793069.438,29273083.94,40432246.26,5099159.797,10806094.99,11214945.03,12382212.48,14108795.94,16895453.31,6667347.281,13674383.89,7,2,9,9,5,8,5,7,7,8,4,7,Peak Found,Not Found,High,High,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,O55096,Dipeptidyl peptidase 3 OS=Rattus norvegicus OX=10116 GN=Dpp3 PE=1 SV=2,0,28.986,16,9,28,9,738,83,5.22,17.79,,4.13,10.8,20.55,33.5,,,,,,,6,,1,3,6,12,,,,,,,5,,1,3,2,7,,,,,,,0,0,38560379.4,38928642.67,15671128.92,11310470.25,22003887.93,30846309.4,157091187,,316286930.1,,,1536771.848,27392192.48,18919639.72,11507946.25,11310470.25,8369710.625,20340514.31,113397390.5,,191260314.2,,,1039682.063,6,5,4,6,7,6,2,,3,,,1,High,Peak Found,High,High,High,High,Peak Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A0H2UHZ2,Nucleosome assembly protein 1-like 4 OS=Rattus norvegicus OX=10116 GN=Nap1l4 PE=1 SV=1,0,28.976,27,6,11,5,387,44,4.74,5.37,,8.13,16.47,,8.81,,,,,,,1,,3,4,,3,,,,,,,1,,3,3,,3,,,,,,,0,0,4185469.469,1458905.67,2164246.947,4452488.344,3231967.611,4789875.583,1312707.919,1471661.633,904615.1177,550890.2211,531885.8622,625079.56,2973238,709040.125,1589294.406,4452488.344,1229357,3158515.063,947587.5469,897035.2813,547025.3594,380328.2813,476684.5,422889.0625,2,1,2,3,1,2,2,3,2,1,1,1,High,Peak Found,High,High,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P52925,High mobility group protein B2 OS=Rattus norvegicus OX=10116 GN=Hmgb2 PE=2 SV=2,0,28.96,18,4,26,4,210,24.1,7.39,17,2.76,11.88,17.91,20.18,19.88,,,,,,,5,1,3,5,6,6,,,,,,,3,1,3,4,2,2,,,,,,,0,0,33098964.1,10711934.52,27984292.97,35216689.25,27506841.02,37104313.23,,524227.973,468895.0998,3558136.215,2848641.418,6712650.013,23512559,5206088.063,20550002.55,35216689.25,10462891.84,24467134.94,,319537.4375,283543.25,2456496.375,2552997.375,4541351.938,5,2,5,5,4,5,,1,1,4,3,4,High,High,High,High,High,High,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q02445,Tissue factor pathway inhibitor OS=Rattus norvegicus OX=10116 GN=Tfpi PE=2 SV=1,0,28.83,19,3,14,3,302,34.5,8.06,4.36,,14.24,13.91,3.4,6.25,,,4.78,4.37,3.24,2.72,1,,3,3,1,2,,,1,1,1,1,1,,2,2,1,2,,,1,1,1,1,0,0,1534451.632,,5520503.344,8796719.5,2162367.185,3427970.25,384319.3072,1263824.929,376934.3887,4095235.65,2014358.129,1465777.052,1090030.625,,4053929.75,8796719.5,822508.625,2260454.469,277423.625,770350.6875,227934.1406,2827303.656,1805299.531,991651.5,1,,3,3,1,2,1,1,1,2,2,1,High,Not Found,High,High,High,High,Peak Found,Peak Found,High,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q78P75,"Dynein light chain 2, cytoplasmic OS=Rattus norvegicus OX=10116 GN=Dynll2 PE=1 SV=1",0,28.796,49,3,14,1,89,10.3,7.37,11.52,4.35,2.85,3.78,5.7,13.21,,,2.59,,,,3,1,1,1,1,6,,,1,,,,2,1,1,1,1,3,,,1,,,,0,0,2082645.47,777065.0072,1544186.031,759659.8125,1584362.475,3059651.7,,,,,,,1479451.875,377659.9688,1133958.5,759659.8125,602650.5625,2017579.75,,,,,,,1,1,1,1,1,1,,,,,,,High,High,Peak Found,High,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q63525,Nuclear migration protein nudC OS=Rattus norvegicus OX=10116 GN=Nudc PE=1 SV=1,0,28.754,31,8,20,8,332,38.4,5.38,8.61,,8.59,29.01,4.71,8.64,,,,,,,3,,3,9,2,3,,,,,,,3,,3,8,2,3,,,,,,,0,0,20181502.24,14091692.67,20994412.65,28731467.88,27815168.38,30328660.35,9674421.729,10435723.69,8558026.92,7468194.203,5867609.18,9245466.967,14336362.94,6848678.25,15417049.63,28731467.88,10580171.61,19999168.84,6983550.125,6360981.438,5175082.375,5155955.5,5258643.906,6254894.75,5,3,5,6,4,6,3,2,2,2,2,2,High,Peak Found,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q5PPJ6,Leucyl-tRNA synthetase OS=Rattus norvegicus OX=10116 GN=Lars PE=1 SV=1,0,28.751,12,9,14,9,1178,134.2,7.28,3.54,,12.86,16.96,2.37,4.81,,,,,,3.41,1,,4,5,1,2,,,,,,1,1,,4,5,1,2,,,,,,1,0,0,12126953.86,8112875.487,22225966.42,24907786,5221447.301,17471047.68,13203562.26,12591890.8,8962829.827,10395758.16,4564131.126,16972758.09,8614641.75,3942924.047,16321429.56,24907786,1986103.688,11520668.19,9531085.313,7675249.563,5419868.75,7177112.031,4090446.313,11482688.31,5,6,8,8,3,7,5,4,4,4,4,6,High,Peak Found,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q5XIC6,"Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 12 OS=Rattus norvegicus OX=10116 GN=Psmd12 PE=1 SV=1",0,28.729,21,7,15,7,456,52.9,7.36,8.68,2.99,5.99,9.55,4.6,12.5,,,,,,,3,1,2,3,2,4,,,,,,,3,1,2,3,2,3,,,,,,,0,0,13969026.86,5670726.995,13875257.66,13228039.13,14131824.72,24549511.68,409800.7179,1467659.173,619255.999,2186976.291,1290196.271,4970994.458,9923197.813,2756019.844,10189165.06,13228039.13,5375381.109,16188312.42,295817.5625,894595.625,374467.25,1509863.313,1156294.25,3363058.594,5,5,4,5,5,5,1,2,1,3,3,5,High,High,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,D4A0F5,Septin OS=Rattus norvegicus OX=10116 GN=Sept7 PE=1 SV=3,0,28.688,26,8,21,7,438,50.8,8.57,12.35,,9.34,20.5,5.79,8.12,,3.53,1.65,,,3.45,4,,3,6,2,3,,1,1,,,1,4,,3,6,2,3,,1,1,,,1,0,1,15580778.28,6589938.201,14682791.99,20917455.5,18731818.69,22775883.61,5147117.289,11574077.94,6559724.663,10503755.82,2699827.227,7459664.119,11068140,3202764.031,10782170.31,20917455.5,7125100,15018755.75,3715483.219,7054852.844,3966698.844,7251672.375,2419627.75,5046734.156,5,5,5,6,6,6,5,4,5,5,2,6,High,Peak Found,High,High,High,High,Peak Found,High,High,Peak Found,Peak Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A0G2K737,Thioredoxin-like protein 1 OS=Rattus norvegicus OX=10116 GN=Txnl1 PE=1 SV=1,0,28.682,32,7,17,7,292,32.7,5.07,10.33,3.03,8.46,3.77,7.23,21.65,,,,,,,3,1,2,1,3,7,,,,,,,3,1,1,1,3,5,,,,,,,0,0,23147819.48,8666560.456,5959146.996,5312789.438,17256264.2,29389182.66,1681146.01,2740053.666,,2168561.841,1991134.614,1747885.311,16443550,4212019.484,4376043.594,5312789.438,6563837.188,19379663.31,1213547.203,1670169.797,,1497150.188,1784486.25,1182508,5,5,4,5,6,6,3,3,,2,1,1,High,High,High,High,High,High,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q63377,Sodium/potassium-transporting ATPase subunit beta-3 OS=Rattus norvegicus OX=10116 GN=Atp1b3 PE=1 SV=1,0,28.663,26,5,27,5,279,31.8,7.96,3.68,,20.03,10.17,,,8.06,3.21,9.97,15.16,4.5,7.24,1,,7,4,,,2,2,3,5,1,2,1,,5,3,,,2,2,3,3,1,2,0,0,9263312.309,7849512.038,25242261.14,16521371.25,8315628.381,12076999.32,8402102.192,15832724.52,7895752.896,24816495.02,4418556.041,12014709.63,6580392.563,3814927.25,18536417.25,16521371.25,3163050.25,7963752.625,6065117.219,9650664.375,4774601.906,17133023.13,3959979.625,8128388.156,2,1,6,5,1,2,4,5,4,6,3,5,High,Peak Found,High,High,Peak Found,Peak Found,High,High,High,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A0H2UHM0,Vacuolar protein sorting-associated protein 28 homolog OS=Rattus norvegicus OX=10116 GN=Vps28 PE=1 SV=1,0,28.614,29,4,17,4,221,25.5,5.54,,,8.29,14.68,,2.39,5.31,6.18,0,6.35,2.39,11.02,,,2,4,,1,1,2,1,2,1,3,,,2,4,,1,1,2,1,2,1,3,0,0,3738380.922,2528939.047,6805847.464,11459735.38,4140216.839,3820932.854,5507333.704,8790905.036,7118665.258,12657888.47,10125988.36,10294247.41,2655639.063,1229085.125,4997810.125,11459735.38,1574831.547,2519579.844,3975508,5358400.188,4304693.063,8738860.813,9075070.5,6964432.875,1,2,3,5,3,3,2,3,3,4,4,3,Peak Found,Peak Found,High,High,Peak Found,High,High,High,High,High,High,High,1,Acetyl [N-Term],,,,,,,,,,,,
FALSE,High,Master Protein,P62909,40S ribosomal protein S3 OS=Rattus norvegicus OX=10116 GN=Rps3 PE=1 SV=1,0,28.59,46,10,48,10,243,26.7,9.66,22.83,3.5,12.67,10.78,25.31,38.94,2.65,,2.52,3.97,1.74,4,8,1,4,4,9,15,1,,1,2,1,2,5,1,4,4,5,9,1,,1,2,1,2,0,0,31502131.46,16705294.35,32701916.83,30738549.25,57745897.53,57296223.42,6171496.44,7390909.285,3727817.549,9443503.49,9055937.802,16032924.72,22378214.69,8118910.109,24014345.3,30738549.25,21965047.89,37781980.25,4454938.594,4505048.063,2254230.219,6519686.344,8116074.313,10846856.84,8,9,7,8,10,9,4,6,2,5,6,7,High,High,High,High,High,High,High,Peak Found,High,High,High,High,1,,,,,,,,,,,,,
