Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: A Sequest HT,Score Sequest HT: B Sequest HT,Score Sequest HT: C Sequest HT,Score Sequest HT: D Sequest HT,Score Sequest HT: E Sequest HT,Score Sequest HT: F Sequest HT,Score Sequest HT: G Sequest HT,Score Sequest HT: H Sequest HT,Score Sequest HT: I Sequest HT,Score Sequest HT: J Sequest HT,Score Sequest HT: K Sequest HT,Score Sequest HT: L Sequest HT,# PSMs (by Search Engine): A Sequest HT,# PSMs (by Search Engine): B Sequest HT,# PSMs (by Search Engine): C Sequest HT,# PSMs (by Search Engine): D Sequest HT,# PSMs (by Search Engine): E Sequest HT,# PSMs (by Search Engine): F Sequest HT,# PSMs (by Search Engine): G Sequest HT,# PSMs (by Search Engine): H Sequest HT,# PSMs (by Search Engine): I Sequest HT,# PSMs (by Search Engine): J Sequest HT,# PSMs (by Search Engine): K Sequest HT,# PSMs (by Search Engine): L Sequest HT,# Peptides (by Search Engine): A Sequest HT,# Peptides (by Search Engine): B Sequest HT,# Peptides (by Search Engine): C Sequest HT,# Peptides (by Search Engine): D Sequest HT,# Peptides (by Search Engine): E Sequest HT,# Peptides (by Search Engine): F Sequest HT,# Peptides (by Search Engine): G Sequest HT,# Peptides (by Search Engine): H Sequest HT,# Peptides (by Search Engine): I Sequest HT,# Peptides (by Search Engine): J Sequest HT,# Peptides (by Search Engine): K Sequest HT,# Peptides (by Search Engine): L Sequest HT,# Protein Pathway Groups,# Razor Peptides,Abundances (Normalized): F1: Sample,Abundances (Normalized): F2: Sample,Abundances (Normalized): F3: Sample,Abundances (Normalized): F4: Sample,Abundances (Normalized): F5: Sample,Abundances (Normalized): F6: Sample,Abundances (Normalized): F7: Sample,Abundances (Normalized): F8: Sample,Abundances (Normalized): F9: Sample,Abundances (Normalized): F10: Sample,Abundances (Normalized): F11: Sample,Abundances (Normalized): F12: Sample,Abundance: F1: Sample,Abundance: F2: Sample,Abundance: F3: Sample,Abundance: F4: Sample,Abundance: F5: Sample,Abundance: F6: Sample,Abundance: F7: Sample,Abundance: F8: Sample,Abundance: F9: Sample,Abundance: F10: Sample,Abundance: F11: Sample,Abundance: F12: Sample,Abundances Count: F1: Sample,Abundances Count: F2: Sample,Abundances Count: F3: Sample,Abundances Count: F4: Sample,Abundances Count: F5: Sample,Abundances Count: F6: Sample,Abundances Count: F7: Sample,Abundances Count: F8: Sample,Abundances Count: F9: Sample,Abundances Count: F10: Sample,Abundances Count: F11: Sample,Abundances Count: F12: Sample,Found in Sample: [S1] F1: Sample,Found in Sample: [S2] F2: Sample,Found in Sample: [S3] F3: Sample,Found in Sample: [S4] F4: Sample,Found in Sample: [S5] F5: Sample,Found in Sample: [S6] F6: Sample,Found in Sample: [S7] F7: Sample,Found in Sample: [S8] F8: Sample,Found in Sample: [S9] F9: Sample,Found in Sample: [S10] F10: Sample,Found in Sample: [S11] F11: Sample,Found in Sample: [S12] F12: Sample,# Protein Groups,Modifications,,,,,,,,,,,,
FALSE,High,Master Protein,P52907,F-actin-capping protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=CAPZA1 PE=1 SV=3,0,26.936,38,7,14,7,286,32.9,5.69,,2.39,16.96,2.39,6.28,,,1.92,5.35,7.16,,2.75,,1,4,1,2,,,1,2,2,,1,,1,4,1,2,,,1,2,2,,1,0,0,4924474.886,9687033.491,25870975.99,18375928.3,72149433.34,9745135.615,13564415.5,15397329.99,12014848.07,18441432.32,10650317.35,9570546.474,2257857.563,4754908.375,18169790.94,13611813.06,72149433.34,3716922.094,9575895.625,9902522.125,5899469.625,13175843.44,6941151.625,6071650.75,3,5,6,6,6,5,5,5,3,5,5,3,Peak Found,High,High,High,High,Peak Found,Peak Found,High,High,High,Peak Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P61158,Actin-related protein 3 OS=Homo sapiens OX=9606 GN=ACTR3 PE=1 SV=3,0,26.812,25,6,31,6,418,47.3,5.88,,4.39,16.96,16.44,5.28,,6.88,11.17,9.38,17.34,13.39,21.21,,1,5,4,1,,2,3,2,5,3,5,,1,5,3,1,,2,3,2,4,3,5,0,0,7659292.898,7697389.12,28877712.69,22673998.93,7693101.875,10566726.25,19932897.96,20685350.69,36378890.23,33386084.43,5951405.924,27628029.17,3511763.75,3778285.688,20281492.38,16795572.44,7693101.875,4030287.5,14071771.13,13303419.69,17862577.75,23853343.59,3878721.125,17527499.03,3,3,6,7,6,3,6,5,6,6,3,6,Peak Found,High,High,High,High,Peak Found,High,High,High,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q5TCU3,Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1,0,26.536,30,8,31,2,284,32.8,4.68,5.48,3.09,9.75,6.85,2.75,2.73,5.27,14.18,10.81,13.67,18.24,5.88,2,1,3,2,1,1,2,4,3,4,6,2,2,1,3,2,1,1,2,4,3,3,5,2,0,5,25809761.52,35311213.81,75547410.49,36390807.74,13713631.09,28317712.56,49364185.94,86566966.4,86827873.24,55773638.91,69476513.13,57781484.97,11833701.38,17332611.31,53058711.63,26956182.25,13713631.09,10800745.69,34848998.25,55674022.75,42633780.94,39848571.5,45280060.31,36657154.06,3,5,6,6,5,5,3,5,4,3,6,4,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P28070,Proteasome subunit beta type-4 OS=Homo sapiens OX=9606 GN=PSMB4 PE=1 SV=4,0,26.528,16,2,9,2,264,29.2,5.97,,,15.13,3.64,,,,9.1,4.76,10.67,,,,,3,1,,,,2,1,2,,,,,2,1,,,,2,1,2,,,0,0,,1518355.253,6346407.283,1926849.597,1015105,1008281.192,1865355.874,1304196.417,6178030.234,1733766.122,3464397.868,,,745289.0625,4457230.125,1427297.5,1015105,384571.625,1316861.25,838771,3033505,1238723.25,2257858.625,,,1,2,1,1,1,2,1,2,1,2,,Not Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,High,High,High,Peak Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P29279,CCN family member 2 OS=Homo sapiens OX=9606 GN=CCN2 PE=1 SV=2,0,26.506,24,6,16,6,349,38.1,8,,6.35,8.09,1.79,,0,2.92,2.94,6.65,5.29,4.8,4.44,,2,3,1,,1,1,1,2,2,2,1,,2,3,1,,1,1,1,2,2,2,1,0,0,97796465.9,157349009,179284622.7,107880312.2,66991907.63,87591196.7,651781375.5,477531470.9,968800533.2,694225210.1,307441396.9,569652773.4,44839398.16,77235215.63,125915779.7,79911426.5,66991907.63,33408427.25,460129699,307115971.4,475695513,496002833.3,200369367.5,361393437.5,3,4,4,2,3,3,3,4,4,4,3,4,Peak Found,High,High,High,Peak Found,High,High,High,High,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P19012,"Keratin, type I cytoskeletal 15 OS=Homo sapiens OX=9606 GN=KRT15 PE=1 SV=3",0,26.429,16,9,296,1,456,49.2,4.77,36.58,32.61,36.49,55.86,405.69,64.7,13.82,20.79,25.08,24.05,57.2,22.77,14,12,14,23,146,28,5,8,9,8,21,8,6,5,6,6,8,6,2,4,6,5,5,5,0,0,,,,722946.2611,850388.1875,,,,,,,,,,,535516.3125,850388.1875,,,,,,,,,,,1,1,,,,,,,,Not Found,Not Found,Not Found,Peak Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q9Y240,C-type lectin domain family 11 member A OS=Homo sapiens OX=9606 GN=CLEC11A PE=1 SV=1,0,26.346,17,4,23,4,323,35.7,5.16,,,7.11,3.89,7.87,4.55,8.43,8.31,15.13,15.12,6.15,8.56,,,2,1,2,2,2,2,4,4,2,2,,,2,1,2,2,2,2,3,3,2,2,0,0,25959922.49,28987690.88,26817590.78,15095842.23,11043599.25,17064084.05,37491058.9,35504939.83,49247629.87,34508863.29,27767025.1,32153458.68,11902549.75,14228691.81,18834620.63,11182117.13,11043599.25,6508464.688,26467079.75,22834377.94,24181320.88,24655535,18096656.19,20398476.94,2,3,4,4,3,3,4,4,4,4,3,4,Peak Found,Peak Found,High,High,High,High,High,High,High,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P17066,Heat shock 70 kDa protein 6 OS=Homo sapiens OX=9606 GN=HSPA6 PE=1 SV=2,0,26.328,12,5,49,1,643,71,6.14,2.22,5.14,15.83,20.09,10.82,14.15,11.32,11.51,12.19,18.9,2.09,13.68,2,2,6,7,3,5,4,4,4,6,1,5,1,2,4,4,2,4,2,4,3,3,1,3,0,1,,945622.1719,3500593.344,2538585.253,1418963.375,2941499.88,1444769.419,2105374.149,,2955077.645,,1496866.389,,464161.375,2458548.5,1880435.5,1418963.375,1121926.5,1019945.25,1354034.375,,2111313.25,,949627.0625,,1,1,1,1,1,1,1,,1,,1,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P25311,Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2,0,26.134,26,5,14,5,298,34.2,6.05,2.43,2.85,,11.22,15,2.93,8.44,5.9,,,2.42,,1,1,,2,4,1,2,2,,,1,,1,1,,2,3,1,2,2,,,1,,0,0,12541083.63,7299134.741,5389137.409,18311561.29,15726142.75,1250054.419,,2094554.448,4295985.068,,4600037.758,,5750050.75,3582801.375,3784917.125,13564133.75,15726142.75,476787.0938,,1347075.875,2109392.75,,2997991.375,,2,2,2,3,3,1,,1,2,,2,,High,High,Peak Found,High,High,High,High,High,Peak Found,Not Found,High,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q14974,Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2,0,26.127,11,7,17,7,876,97.1,4.78,,,5.24,10.1,9.66,3.86,,,5.15,8.27,,7.92,,,2,3,3,2,,,2,2,,3,,,2,3,3,1,,,2,2,,3,0,0,7327355.768,7789082.581,9262875.821,10919190.72,4580843.063,9806522.882,9504927.232,9227802.596,7097129.857,9048708.893,16252175.79,12210614.45,3359571.531,3823293.688,6505534.125,8088297.938,4580843.063,3740336,6710071,5934699.031,3484796.625,6465027.75,10592061.5,7746536.375,5,5,4,7,4,1,6,5,5,5,3,8,Peak Found,Peak Found,High,High,High,High,Peak Found,Peak Found,High,High,Peak Found,High,1,Met-loss [N-Term],,,,,,,,,,,,
FALSE,High,Master Protein,P06744,Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4,0,25.691,14,6,19,6,558,63.1,8.32,,,7.54,3.93,6.1,,4.24,7.52,10.05,16.1,,9.88,,,2,1,2,,1,2,3,5,,3,,,2,1,2,,1,2,3,5,,3,0,0,15356866.5,13769437.84,26942718.68,14692125.33,9523863.688,17206711.74,20280495.85,22164615.21,13673739.12,34460638.27,19274254.13,29789463.14,7041079.094,6758768.344,18922500.88,10883067.25,9523863.688,6562864.75,14317160.32,14254782.66,6714009.875,24621079.69,12561646.38,18898734.44,4,4,4,4,4,3,6,6,3,6,4,6,Peak Found,Peak Found,High,High,High,Peak Found,High,High,High,High,Peak Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P13489,Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2,0,25.686,21,6,16,6,461,49.9,4.82,,,6.14,6.58,6.35,,5.85,,,13.29,,12.86,,,2,2,2,,2,,,4,,4,,,2,2,2,,2,,,4,,4,0,0,3243295.031,3970103.072,11117390.16,5126266.074,4521097.75,3842123.677,6075323.231,6717329.867,8055411.59,10869485.36,2964487.077,8534691.075,1487041.438,1948736.563,7808002.875,3797238.125,4521097.75,1465436.188,4288917.656,4320132.625,3955327.25,7765917.25,1932050.813,5414493.688,2,2,3,2,3,2,4,3,3,3,2,4,Peak Found,Peak Found,High,High,High,Peak Found,High,Peak Found,Peak Found,High,Peak Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q14019,Coactosin-like protein OS=Homo sapiens OX=9606 GN=COTL1 PE=1 SV=3,0,25.663,36,3,15,3,142,15.9,5.67,6.54,,11.43,7.17,8.2,5.37,4.62,6.05,5.35,6.02,2.15,2.1,1,,3,2,2,1,1,1,1,1,1,1,1,,3,2,1,1,1,1,1,1,1,1,0,0,7946565.966,11251182.12,22922007.46,10174255.26,4364228.125,4364469.929,11687164.16,11965983.19,14893871.86,15202543.89,6927103.898,13214390.14,3643477.625,5522675.25,16098661.44,7536493.313,4364228.125,1664665.875,8250636.688,7695711.75,7313113.25,10861756,4514614.625,8383341.75,2,3,5,3,2,2,4,2,4,3,2,3,High,Peak Found,High,High,High,High,High,High,High,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,I3L397,Eukaryotic translation initiation factor 5A (Fragment) OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=8,0,25.66,45,5,19,5,146,16,5,,2.47,24.33,5.78,6.08,,6.26,4.64,9.69,7.23,5.36,9.89,,1,6,2,2,,1,1,2,1,1,2,,1,4,2,2,,1,1,2,1,1,2,0,0,5964284.575,3827367.587,33669094.64,17177233.85,8377249.25,2885110.556,25002209.26,17002319.53,7655599.525,15629313.18,20255491.57,12400593.02,2734607.313,1878674.438,23646591.88,12723890.31,8377249.25,1100418.875,17650487.5,10934742.94,3759013.563,11166669.7,13201150.13,7867060.688,4,2,6,5,5,1,5,4,4,5,4,5,Peak Found,High,High,High,High,Peak Found,High,High,High,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q06828,Fibromodulin OS=Homo sapiens OX=9606 GN=FMOD PE=1 SV=2,0,25.611,14,4,10,4,376,43.2,6.04,4.54,,1.8,,,,15.19,4.67,,3.9,,2.74,2,,1,,,,4,1,,1,,1,2,,1,,,,3,1,,1,,1,0,0,5492000.667,,11069351.88,4652390.754,3354286.5,3921292.274,13078874.85,7052418.322,10516323.08,14229700.59,7063044.477,8348658.099,2518066.5,,7774264.469,3446219,3354286.5,1495632.125,9233124.75,4535638.875,5163671.5,10166689,4603211.438,5296472.5,1,,2,1,1,1,3,2,1,1,2,1,High,Not Found,High,Peak Found,Peak Found,Peak Found,High,High,Peak Found,High,Peak Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q9BZQ8,Protein Niban 1 OS=Homo sapiens OX=9606 GN=NIBAN1 PE=1 SV=1,0,25.604,11,5,11,5,928,103.1,4.78,,2.65,11.3,6.13,10.04,,3.29,,2.88,,,,,1,3,2,3,,1,,1,,,,,1,3,2,3,,1,,1,,,,0,0,1429138.196,6042275.734,11880586.5,3462855.031,4376450.938,4811307.985,2380132.364,,1845310.665,1332347.908,7109407.195,1974951.412,655255.75,2965868.5,8344013.5,2565080.5,4376450.938,1835095.75,1680271.375,,906075.0625,951922.125,4633427.5,1252929,1,2,4,2,3,2,1,,1,1,1,1,Peak Found,High,High,High,High,Peak Found,High,Not Found,High,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P20618,Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2,0,25.597,29,5,16,5,241,26.5,8.13,,,17.34,6.58,,,5.55,4.11,10.57,7.77,,7.46,,,5,2,,,1,1,3,2,,2,,,5,2,,,1,1,3,2,,2,0,0,1007106.921,968019.6667,19141054.93,10904109.47,3370529,3164977.817,9066090.2,8662733.558,12282885.5,12468711.3,2111616.832,7093014.15,461755.625,475155.25,13443210.13,8077126.625,3370529,1207163.906,6400270.875,5571284.813,6031080,8908515.625,1376208.063,4499879.375,1,1,5,5,4,2,4,4,3,4,2,4,Peak Found,Peak Found,High,High,Peak Found,Peak Found,High,High,High,High,Peak Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P17858,"ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6",0,25.579,7,3,16,2,780,85,7.5,5.99,4.36,11.85,11.61,4.51,4.52,3.62,3.93,4.52,4.22,,1.84,2,1,3,3,1,1,1,1,1,1,,1,1,1,2,2,1,1,1,1,1,1,,1,0,0,,1490150.519,3778846.581,3352026.897,540929.25,,,12267094.39,4817589.894,,7352757.449,4470071.434,,731444.6875,2653972.25,2482985.5,540929.25,,,7889366.125,2365508.5,,4792026.625,2835858.188,,1,1,1,1,,,1,1,,1,1,Not Found,Peak Found,High,High,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q5JWQ6,Neuropilin OS=Homo sapiens OX=9606 GN=NRP1 PE=1 SV=1,0,25.46,11,5,16,5,735,81.9,5.97,3.24,2.7,10.74,11.71,11.08,5.87,2.92,,3.41,3.73,,,1,1,3,3,3,2,1,,1,1,,,1,1,3,3,3,2,1,,1,1,,,0,0,9682321.272,9037318.715,17481039.32,15633364.59,12248780.63,24866460.39,9713647.241,12189888.87,23170872.95,11752696.79,4035865.977,10702143.87,4439316.438,4435994,12277342.38,11580282.25,12248780.63,9484393,6857418.375,7839712.75,11377244.25,8396945,2630302.625,6789547.5,3,3,4,3,5,5,3,3,4,4,2,3,High,High,High,High,High,High,High,Peak Found,High,High,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q14195,Dihydropyrimidinase-related protein 3 OS=Homo sapiens OX=9606 GN=DPYSL3 PE=1 SV=1,0,25.26,16,5,11,3,570,61.9,6.49,,,4.33,9.07,,,6.19,,7.13,4.77,4.23,9.51,,,1,2,,,2,,2,1,1,2,,,1,2,,,1,,2,1,1,2,0,0,1680787.541,2100995.707,4144427.825,2588879.282,,975441.0582,2974295.049,3335015.741,3408370.232,3313775.184,,2255405.873,770636.25,1031279.813,2910728.5,1917690.375,,372045.9688,2099724.75,2144856.75,1673560.625,2367591.75,,1430852.125,1,1,1,1,,1,1,1,1,1,,1,Peak Found,Peak Found,Peak Found,High,Not Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Not Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P62241,40S ribosomal protein S8 OS=Homo sapiens OX=9606 GN=RPS8 PE=1 SV=2,0,25.254,34,6,29,6,208,24.2,10.32,7.56,3.79,9.73,43.79,4.16,,,,9.37,12.62,,4.37,2,1,3,14,1,,,,3,4,,1,2,1,3,6,1,,,,3,4,,1,0,0,15166989.49,13652793.84,68657898.63,230365973.8,13576153.25,19880751.63,15265567.26,12632234.25,35014470.25,73202206.24,7917490.235,17056587.19,6954021.031,6701513.297,48220046.47,170641641.7,13576153.25,7582778.516,10776835.81,8124199.406,17192627.19,52300753.66,5160081,10820870.13,3,4,5,6,4,4,4,3,4,6,1,4,High,High,High,High,High,Peak Found,Peak Found,Peak Found,High,High,Peak Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,C9JEU5,Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=1,0,25.035,13,4,36,4,445,50.3,6.09,5.12,7.63,4.9,13.65,4.51,4.79,16.16,4.8,12.6,10.57,2.22,10.32,2,3,2,4,2,2,6,2,4,4,2,3,2,2,2,4,2,2,3,2,3,2,2,3,0,0,17782525.47,20701966.37,34969406.28,18469913.59,10044859,20597114.2,39423923.65,22541062.9,25761594.14,39062968.83,11053950.39,31259046.7,8153236.75,10161620,24559831.13,13681431.88,10044859,7856008.563,27831599.38,14496888.38,12649327,27909305.13,7204212.156,19831053,2,2,3,3,2,2,2,2,3,2,1,2,High,High,High,High,High,High,High,High,High,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q14699,Raftlin OS=Homo sapiens OX=9606 GN=RFTN1 PE=1 SV=4,0,24.973,17,5,8,5,578,63.1,5.67,,,,5.67,11.67,13.69,,,3.55,,,,,,,1,3,3,,,1,,,,,,,1,3,2,,,1,,,,0,0,,,6258407.043,7330438.454,5083132.875,7461934.902,896281.87,,5674578.624,1970938.027,,,,,4395425.5,5429960.125,5083132.875,2846079.5,632736.5625,,2786302.75,1408175.375,,,,,3,3,2,2,1,,1,1,,,Not Found,Not Found,Peak Found,High,High,High,Peak Found,Not Found,High,Peak Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,O94985,Calsyntenin-1 OS=Homo sapiens OX=9606 GN=CLSTN1 PE=1 SV=1,0,24.917,8,4,25,2,981,109.7,4.91,,2.32,27.49,4.6,2.8,3.16,5.02,3.49,6.91,5.37,12.5,2.95,,1,7,1,1,1,2,2,2,3,3,2,,1,4,1,1,1,2,2,2,2,3,2,0,1,40113270.19,82309845.21,72643859.25,144608749.9,85437422.63,190425647.2,144973007.1,140408008,116620258.8,111658591.5,70559026.02,72460262.31,18391818.94,40402025.31,51019479.75,107117705.3,85437422.63,72630830.73,102344725.8,90300942.25,57262286.63,79776673.25,45985568.5,45969517.75,3,3,3,2,3,3,3,3,3,3,3,3,Peak Found,High,High,Peak Found,High,High,High,High,High,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A087X2I1,26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1,0,24.748,17,4,10,4,403,45.8,7.78,,,7.56,14.63,4.19,,,,2.97,12.2,,,,,2,3,1,,,,1,3,,,,,2,2,1,,,,1,3,,,0,0,,,10166881.59,11607818.92,4831236.125,2834347.023,2940919.04,1534607.801,7659734.583,10967062.63,1597435.891,1793504.833,,,7140438.5,8598393.438,4831236.125,1081057,2076162.719,986956.0313,3761043.938,7835633.25,1041099.938,1137817.469,,,5,5,4,1,3,2,3,5,2,2,Not Found,Not Found,High,High,High,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P53621,Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2,0,24.701,8,7,10,7,1224,138.3,7.66,,,10.22,19.37,,,0,,,3.63,,,,,3,5,,,1,,,1,,,,,3,5,,,1,,,1,,,0,0,3428850.585,8282988.009,6676043.102,9568924.803,1460704.063,2151379.473,101203946.6,4650157.804,2047392.166,7796330.793,1149289.866,,1572118.125,4065728.594,4688741.063,7088099.906,1460704.063,820564.25,71445646.13,2990667.25,1005300.094,5570241.625,749028.875,,1,2,4,5,2,2,2,1,2,5,1,,Peak Found,Peak Found,High,High,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P13667,Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2,0,24.659,17,7,15,7,645,72.9,5.07,,,7.14,11.26,,,7.05,4.18,8.42,12.01,,,,,2,3,,,2,1,3,4,,,,,2,3,,,2,1,3,4,,,0,0,1486469.05,3131452.169,14453730.1,6135073.859,1894120.156,947599.2783,6421266.164,9088698.613,14661484.96,10252124.62,5076373.576,9708341.228,681541.7813,1537082.344,10151192.38,4544503.938,1894120.156,361426.75,4533138.531,5845236.75,7199007.813,7324831.75,3308434.625,6159069.125,2,3,5,4,3,1,5,5,5,6,2,6,Peak Found,Peak Found,High,High,Peak Found,Peak Found,High,High,High,High,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P39060,Collagen alpha-1(XVIII) chain OS=Homo sapiens OX=9606 GN=COL18A1 PE=1 SV=5,0,24.563,6,6,10,6,1754,178.1,6.01,2.84,2.87,9.43,18.56,,,,,,,,,1,1,3,5,,,,,,,,,1,1,3,5,,,,,,,,,0,0,5376664.338,2969583.215,21445909.18,27061777.56,1575260.531,,5744131.149,7145071.772,10350546.8,4384550.132,4564083.365,2507874.293,2465185.125,1457628.5,15061963.13,20045782.25,1575260.531,,4055110.25,4595227.313,5082272.875,3132627.938,2974558.75,1591020.625,3,1,4,5,2,,2,3,2,3,2,1,High,High,High,High,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q9H4B7,Tubulin beta-1 chain OS=Homo sapiens OX=9606 GN=TUBB1 PE=1 SV=1,0,24.522,18,6,82,4,451,50.3,5.17,7,5.84,17.22,68.86,30.75,46.48,13.76,8.91,18.45,18.82,,9.81,3,2,6,23,11,16,4,3,5,6,,3,1,1,3,2,3,5,4,3,4,5,,3,0,0,21558100.42,41205412.46,95287291.96,91684709.2,30707042.25,35567427.74,41881063.88,25786306.31,53511560.03,72834167.81,17415488.1,36705374.96,9884327,20225795.75,66922491.63,67914670.88,30707042.25,13565881.81,29566235,16584009.63,26274974.19,52037801.38,11350229.25,23286258.31,1,2,3,3,3,3,3,2,4,3,2,3,Peak Found,Peak Found,High,Peak Found,High,High,High,High,High,High,Peak Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A5K1VW95,Malate dehydrogenase OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=1,0,24.234,16,4,19,1,353,38.6,7.3,,4.57,13.7,4.91,6.28,,3.72,2.89,3.39,4.41,2.98,9.92,,2,4,2,2,,1,1,1,2,1,3,,2,4,2,2,,1,1,1,2,1,3,0,4,6095193.385,10322969.06,18100278.11,8222803.715,6167505.75,7658088.952,12401464.11,16936862.08,16580638.21,14343984.92,13123643.79,17352713.3,2794628.625,5067059.188,12712248.25,6090972.125,6167505.75,2920895.219,8754901.813,10892645.13,8141340.688,10248341.69,8553097.375,11008735.5,3,3,4,3,4,4,5,5,4,5,5,5,Peak Found,Peak Found,High,Peak Found,High,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q9Y281,Cofilin-2 OS=Homo sapiens OX=9606 GN=CFL2 PE=1 SV=1,0,24.198,29,3,16,1,166,18.7,7.88,3.19,,18.4,3.14,3.05,,7.82,3.41,5.98,7.08,,6.14,1,,4,1,1,,2,1,2,2,,2,1,,3,1,1,,2,1,2,2,,2,0,0,,,3056052.121,1244884.062,707541.9375,,2915683.486,4953470.338,4804778.038,1573321.934,,2262539.075,,,2146336.813,922137.3125,707541.9375,,2058347.5,3185737.375,2359217.688,1124090.75,,1435377.5,,,2,1,1,,2,2,2,1,,1,Not Found,Not Found,High,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,High,Peak Found,Not Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P61769,Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1,0,24.161,27,2,22,2,119,13.7,6.52,5.02,3.79,12.02,6.67,7.42,4.23,5.58,9.44,12.76,,10.74,13.1,1,1,3,2,2,1,1,2,3,,3,3,1,1,1,1,2,1,1,1,1,,1,1,0,0,10267738.11,4835075.953,26470270.53,7162862.371,7711440,4834060.876,47968911.38,13847238.45,52678615,22809671.92,40123604.15,25895189.66,4707728.375,2373311,18590689.5,5305829.563,7711440,1843774,33863994.25,8905608,25865985.75,16296818,26149833,16428168.25,2,1,1,1,2,1,2,2,1,1,2,1,High,High,High,High,High,High,High,High,High,Peak Found,High,High,1,,,,,,,,,,,,,
